year	month	day	blockNum	chosenRes	colorIncr	colrDistPres	colrTargPres	colrTargTime	cueCond	fixBreak	nResps	respCorrect	respOrder	tFixBreak	tPostCue	tRes	targCategory	targSide	targTime	targTimeDistSideCatg	targTimeDistSideToken	targTimeTargSideCatg	targTimeTargSideToken	trial	trialDone	trialFixX	trialFixY	whichTask	wordDistPres	wordDur	wordTargPres	wordTargTime	targPres	distPres	subjectNum	dateNum	thisBlockAccuracy	tFixBreakFromRSVPStart	congruent	RT	reportedPresence	reportedRating	excludeBlock_BadDifficulty	
2016.000000	6.000000	16.000000	1.000000	1.000000	0.103704	0.000000	0.000000	6.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NaN	2.600228	3.633468	4.000000	1.000000	6.000000	13.000000	4.000000	24.000000	4.000000	12.000000	1.000000	403.000000	252.000000	1.000000	1.000000	0.058366	1.000000	6.000000	1.000000	1.000000	5.000000	1.000000	0.812500	NaN	1.000000	1.033240	0.000000	-2.000000	0.000000	
2016.000000	6.000000	16.000000	1.000000	2.000000	0.103704	0.000000	0.000000	3.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NaN	2.591844	3.833619	4.000000	1.000000	4.000000	31.000000	11.000000	5.000000	4.000000	13.000000	1.000000	417.000000	223.000000	1.000000	0.000000	0.058366	1.000000	4.000000	1.000000	0.000000	5.000000	1.000000	0.812500	NaN	0.000000	1.241775	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	1.000000	2.000000	0.103704	1.000000	1.000000	2.000000	1.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591946	3.748210	4.000000	1.000000	6.000000	16.000000	4.000000	21.000000	8.000000	14.000000	1.000000	407.000000	255.000000	1.000000	1.000000	0.058366	0.000000	6.000000	0.000000	1.000000	5.000000	1.000000	0.812500	NaN	0.000000	1.156264	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	1.000000	1.000000	0.103704	0.000000	0.000000	5.000000	1.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591894	3.686064	4.000000	1.000000	4.000000	1.000000	4.000000	34.000000	5.000000	15.000000	1.000000	405.000000	233.000000	1.000000	1.000000	0.058366	0.000000	4.000000	0.000000	1.000000	5.000000	1.000000	0.812500	NaN	0.000000	1.094170	0.000000	-2.000000	0.000000	
2016.000000	6.000000	16.000000	1.000000	4.000000	0.103704	0.000000	1.000000	2.000000	1.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591844	3.307065	4.000000	1.000000	4.000000	12.000000	9.000000	35.000000	4.000000	16.000000	1.000000	408.000000	230.000000	1.000000	0.000000	0.058366	1.000000	4.000000	1.000000	0.000000	5.000000	1.000000	0.812500	NaN	0.000000	0.715221	1.000000	2.000000	0.000000	
2016.000000	6.000000	16.000000	1.000000	2.000000	0.103704	0.000000	0.000000	5.000000	1.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591948	3.627407	4.000000	1.000000	2.000000	33.000000	9.000000	12.000000	12.000000	17.000000	1.000000	417.000000	233.000000	1.000000	0.000000	0.058366	0.000000	2.000000	0.000000	0.000000	5.000000	1.000000	0.812500	NaN	1.000000	1.035459	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	1.000000	4.000000	0.103704	0.000000	0.000000	5.000000	1.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591998	3.575202	4.000000	1.000000	2.000000	14.000000	6.000000	26.000000	4.000000	18.000000	1.000000	411.000000	235.000000	1.000000	0.000000	0.058366	1.000000	2.000000	1.000000	0.000000	5.000000	1.000000	0.812500	NaN	0.000000	0.983204	1.000000	2.000000	0.000000	
2016.000000	6.000000	16.000000	1.000000	4.000000	0.103704	0.000000	0.000000	6.000000	1.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591899	3.851559	4.000000	1.000000	5.000000	24.000000	4.000000	14.000000	4.000000	19.000000	1.000000	406.000000	234.000000	1.000000	1.000000	0.058366	1.000000	5.000000	1.000000	1.000000	5.000000	1.000000	0.812500	NaN	1.000000	1.259659	1.000000	2.000000	0.000000	
2016.000000	6.000000	16.000000	1.000000	2.000000	0.103704	0.000000	1.000000	4.000000	1.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591895	3.752128	4.000000	1.000000	6.000000	5.000000	5.000000	26.000000	10.000000	20.000000	1.000000	409.000000	227.000000	1.000000	0.000000	0.058366	0.000000	6.000000	0.000000	0.000000	5.000000	1.000000	0.812500	NaN	1.000000	1.160233	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	8.000000	0.103704	1.000000	0.000000	2.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591895	3.558250	5.000000	2.000000	6.000000	15.000000	3.000000	7.000000	5.000000	1.000000	1.000000	417.000000	253.000000	1.000000	0.000000	0.058366	1.000000	6.000000	1.000000	0.000000	5.000000	1.000000	0.800000	NaN	0.000000	0.966355	1.000000	2.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	8.000000	0.103704	0.000000	1.000000	6.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591946	5.646518	5.000000	2.000000	4.000000	6.000000	5.000000	21.000000	5.000000	2.000000	1.000000	407.000000	237.000000	1.000000	1.000000	0.058366	1.000000	4.000000	1.000000	1.000000	5.000000	1.000000	0.800000	NaN	1.000000	3.054572	1.000000	2.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	8.000000	0.103704	0.000000	1.000000	3.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591892	3.621591	5.000000	2.000000	3.000000	4.000000	6.000000	22.000000	5.000000	3.000000	1.000000	408.000000	253.000000	1.000000	0.000000	0.058366	1.000000	3.000000	1.000000	0.000000	5.000000	1.000000	0.800000	NaN	0.000000	1.029699	1.000000	2.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	6.000000	0.103704	0.000000	0.000000	3.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.600229	4.098989	5.000000	2.000000	2.000000	26.000000	11.000000	10.000000	3.000000	4.000000	1.000000	417.000000	239.000000	1.000000	0.000000	0.058366	0.000000	2.000000	0.000000	0.000000	5.000000	1.000000	0.800000	NaN	1.000000	1.498760	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	5.000000	0.103704	1.000000	1.000000	3.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591895	3.678916	5.000000	2.000000	3.000000	29.000000	10.000000	12.000000	2.000000	5.000000	1.000000	413.000000	237.000000	1.000000	0.000000	0.058366	0.000000	3.000000	0.000000	0.000000	5.000000	1.000000	0.800000	NaN	1.000000	1.087021	0.000000	-2.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	5.000000	0.103704	0.000000	0.000000	5.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591898	3.634133	5.000000	2.000000	5.000000	32.000000	5.000000	17.000000	7.000000	6.000000	1.000000	419.000000	240.000000	1.000000	1.000000	0.058366	0.000000	5.000000	0.000000	1.000000	5.000000	1.000000	0.800000	NaN	0.000000	1.042235	0.000000	-2.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	5.000000	0.103704	0.000000	1.000000	4.000000	2.000000	0.000000	1.000000	0.000000	1.000000	NaN	2.591898	3.684911	5.000000	2.000000	4.000000	2.000000	5.000000	1.000000	5.000000	7.000000	1.000000	418.000000	221.000000	1.000000	1.000000	0.058366	1.000000	4.000000	1.000000	1.000000	5.000000	1.000000	0.800000	NaN	1.000000	1.093013	0.000000	-2.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	5.000000	0.103704	1.000000	0.000000	3.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.608557	3.685410	5.000000	2.000000	3.000000	15.000000	6.000000	3.000000	7.000000	8.000000	1.000000	409.000000	225.000000	1.000000	0.000000	0.058366	0.000000	3.000000	0.000000	0.000000	5.000000	1.000000	0.800000	NaN	1.000000	1.076853	0.000000	-2.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	6.000000	0.103704	1.000000	0.000000	4.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591897	3.783585	5.000000	2.000000	6.000000	15.000000	5.000000	22.000000	10.000000	9.000000	1.000000	406.000000	217.000000	1.000000	1.000000	0.058366	0.000000	6.000000	0.000000	1.000000	5.000000	1.000000	0.800000	NaN	0.000000	1.191687	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	6.000000	0.103704	0.000000	1.000000	5.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591947	4.339121	5.000000	2.000000	4.000000	24.000000	1.000000	1.000000	9.000000	10.000000	1.000000	416.000000	220.000000	1.000000	0.000000	0.058366	0.000000	4.000000	0.000000	0.000000	5.000000	1.000000	0.800000	NaN	1.000000	1.747174	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	5.000000	0.103704	0.000000	0.000000	2.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591894	3.834692	5.000000	2.000000	2.000000	33.000000	10.000000	27.000000	2.000000	11.000000	1.000000	422.000000	222.000000	1.000000	0.000000	0.058366	0.000000	2.000000	0.000000	0.000000	5.000000	1.000000	0.800000	NaN	1.000000	1.242798	0.000000	-2.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	6.000000	0.103704	0.000000	0.000000	5.000000	2.000000	0.000000	1.000000	0.000000	1.000000	NaN	2.591899	3.760304	5.000000	2.000000	2.000000	6.000000	7.000000	14.000000	5.000000	12.000000	1.000000	424.000000	216.000000	1.000000	0.000000	0.058366	1.000000	2.000000	1.000000	0.000000	5.000000	1.000000	0.800000	NaN	0.000000	1.168405	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	8.000000	0.103704	0.000000	1.000000	3.000000	2.000000	0.000000	1.000000	0.000000	1.000000	NaN	2.591895	3.778864	5.000000	2.000000	3.000000	22.000000	9.000000	5.000000	6.000000	13.000000	1.000000	424.000000	225.000000	1.000000	0.000000	0.058366	0.000000	3.000000	0.000000	0.000000	5.000000	1.000000	0.800000	NaN	1.000000	1.186970	1.000000	2.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	8.000000	0.103704	0.000000	1.000000	5.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591898	3.533211	5.000000	2.000000	2.000000	29.000000	10.000000	23.000000	5.000000	14.000000	1.000000	416.000000	216.000000	1.000000	0.000000	0.058366	1.000000	2.000000	1.000000	0.000000	5.000000	1.000000	0.800000	NaN	0.000000	0.941313	1.000000	2.000000	0.000000	
2016.000000	6.000000	16.000000	2.000000	NaN	0.103704	1.000000	1.000000	5.000000	2.000000	1.000000	1.000000	NaN	1.000000	1.809384	NaN	2.451223	5.000000	2.000000	2.000000	15.000000	5.000000	33.000000	11.000000	15.000000	0.000000	407.000000	327.000000	1.000000	1.000000	0.058366	0.000000	2.000000	0.000000	1.000000	5.000000	1.000000	0.800000	-0.066679	0.000000	NaN	0.000000	NaN	0.000000	
2016.000000	6.000000	16.000000	2.000000	6.000000	0.103704	0.000000	0.000000	5.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.591893	5.077917	5.000000	2.000000	2.000000	1.000000	5.000000	12.000000	7.000000	16.000000	1.000000	410.000000	311.000000	1.000000	1.000000	0.058366	0.000000	2.000000	0.000000	1.000000	5.000000	1.000000	0.800000	NaN	0.000000	2.486024	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	NaN	0.103704	1.000000	1.000000	2.000000	0.000000	1.000000	2.000000	NaN	1.000000	1.437536	NaN	2.073732	2.000000	2.000000	4.000000	15.000000	2.000000	13.000000	3.000000	1.000000	0.000000	416.000000	304.000000	1.000000	1.000000	0.058366	0.000000	4.000000	0.000000	1.000000	5.000000	1.000000	0.714286	-0.438527	0.000000	NaN	0.000000	NaN	0.000000	
2016.000000	6.000000	16.000000	3.000000	NaN	0.103704	1.000000	1.000000	2.000000	0.000000	1.000000	2.000000	NaN	2.000000	1.437536	NaN	2.073732	2.000000	1.000000	4.000000	15.000000	2.000000	13.000000	3.000000	1.000000	0.000000	416.000000	304.000000	1.000000	1.000000	0.058366	0.000000	4.000000	1.000000	0.000000	5.000000	1.000000	0.714286	-0.438527	0.000000	NaN	0.000000	NaN	0.000000	
2016.000000	6.000000	16.000000	3.000000	2.000000	0.103704	0.000000	1.000000	3.000000	0.000000	0.000000	2.000000	0.000000	1.000000	NaN	2.591893	5.289297	2.000000	1.000000	2.000000	8.000000	5.000000	18.000000	2.000000	2.000000	1.000000	410.000000	297.000000	1.000000	0.000000	0.058366	1.000000	2.000000	1.000000	0.000000	5.000000	1.000000	0.714286	NaN	0.000000	2.697404	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	6.000000	0.103704	0.000000	1.000000	3.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	4.550399	5.289297	2.000000	2.000000	2.000000	8.000000	5.000000	18.000000	2.000000	2.000000	1.000000	410.000000	297.000000	1.000000	0.000000	0.058366	1.000000	2.000000	0.000000	1.000000	5.000000	1.000000	0.714286	NaN	0.000000	0.738898	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	4.000000	0.103704	0.000000	1.000000	5.000000	0.000000	0.000000	2.000000	1.000000	1.000000	NaN	2.591893	5.260559	2.000000	1.000000	6.000000	10.000000	1.000000	32.000000	2.000000	3.000000	1.000000	415.000000	287.000000	1.000000	0.000000	0.058366	1.000000	6.000000	1.000000	0.000000	5.000000	1.000000	0.714286	NaN	0.000000	2.668666	1.000000	2.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	6.000000	0.103704	0.000000	1.000000	5.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	4.467059	5.260559	2.000000	2.000000	6.000000	10.000000	1.000000	32.000000	2.000000	3.000000	1.000000	415.000000	287.000000	1.000000	0.000000	0.058366	1.000000	6.000000	0.000000	1.000000	5.000000	1.000000	0.714286	NaN	0.000000	0.793500	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	2.000000	0.103704	1.000000	0.000000	6.000000	0.000000	0.000000	2.000000	1.000000	1.000000	NaN	2.591895	5.312174	2.000000	1.000000	4.000000	33.000000	4.000000	11.000000	5.000000	4.000000	1.000000	418.000000	291.000000	1.000000	0.000000	0.058366	0.000000	4.000000	0.000000	0.000000	5.000000	1.000000	0.714286	NaN	1.000000	2.720279	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	6.000000	0.103704	1.000000	0.000000	6.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	4.325380	5.312174	2.000000	2.000000	4.000000	33.000000	4.000000	11.000000	5.000000	4.000000	1.000000	418.000000	291.000000	1.000000	0.000000	0.058366	0.000000	4.000000	0.000000	0.000000	5.000000	1.000000	0.714286	NaN	1.000000	0.986793	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	4.000000	0.103704	1.000000	0.000000	2.000000	0.000000	0.000000	2.000000	1.000000	1.000000	NaN	2.591893	4.965972	2.000000	1.000000	3.000000	28.000000	2.000000	19.000000	2.000000	5.000000	1.000000	398.000000	296.000000	1.000000	1.000000	0.058366	1.000000	3.000000	1.000000	1.000000	5.000000	1.000000	0.714286	NaN	1.000000	2.374080	1.000000	2.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	8.000000	0.103704	1.000000	0.000000	2.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	3.983683	4.965972	2.000000	2.000000	3.000000	28.000000	2.000000	19.000000	2.000000	5.000000	1.000000	398.000000	296.000000	1.000000	1.000000	0.058366	1.000000	3.000000	1.000000	1.000000	5.000000	1.000000	0.714286	NaN	1.000000	0.982289	1.000000	2.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	6.000000	0.103704	0.000000	0.000000	3.000000	0.000000	0.000000	2.000000	0.000000	1.000000	NaN	2.591895	6.796702	2.000000	2.000000	4.000000	17.000000	12.000000	10.000000	2.000000	6.000000	1.000000	393.000000	287.000000	1.000000	0.000000	0.058366	1.000000	4.000000	1.000000	0.000000	5.000000	1.000000	0.714286	NaN	0.000000	4.204807	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	2.000000	0.103704	0.000000	0.000000	3.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	5.117069	6.796702	2.000000	1.000000	4.000000	17.000000	12.000000	10.000000	2.000000	6.000000	1.000000	393.000000	287.000000	1.000000	0.000000	0.058366	1.000000	4.000000	0.000000	1.000000	5.000000	1.000000	0.714286	NaN	0.000000	1.679633	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	5.000000	0.103704	0.000000	1.000000	2.000000	0.000000	0.000000	2.000000	1.000000	1.000000	NaN	2.591896	5.324316	2.000000	2.000000	2.000000	6.000000	2.000000	18.000000	10.000000	7.000000	1.000000	403.000000	312.000000	1.000000	1.000000	0.058366	0.000000	2.000000	0.000000	1.000000	5.000000	1.000000	0.714286	NaN	0.000000	2.732419	0.000000	-2.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	3.000000	0.103704	0.000000	1.000000	2.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	4.242041	5.324316	2.000000	1.000000	2.000000	6.000000	2.000000	18.000000	10.000000	7.000000	1.000000	403.000000	312.000000	1.000000	1.000000	0.058366	0.000000	2.000000	1.000000	0.000000	5.000000	1.000000	0.714286	NaN	0.000000	1.082274	1.000000	1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	6.000000	0.103704	1.000000	0.000000	3.000000	0.000000	0.000000	2.000000	0.000000	1.000000	NaN	2.591895	5.080888	2.000000	2.000000	2.000000	2.000000	11.000000	18.000000	2.000000	8.000000	1.000000	408.000000	274.000000	1.000000	0.000000	0.058366	1.000000	2.000000	1.000000	0.000000	5.000000	1.000000	0.714286	NaN	0.000000	2.488993	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	1.000000	0.103704	1.000000	0.000000	3.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	4.191985	5.080888	2.000000	1.000000	2.000000	2.000000	11.000000	18.000000	2.000000	8.000000	1.000000	408.000000	274.000000	1.000000	0.000000	0.058366	1.000000	2.000000	0.000000	1.000000	5.000000	1.000000	0.714286	NaN	0.000000	0.888903	0.000000	-2.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	5.000000	0.103704	0.000000	0.000000	5.000000	0.000000	0.000000	2.000000	1.000000	1.000000	NaN	2.591897	5.070716	2.000000	2.000000	3.000000	30.000000	2.000000	12.000000	10.000000	9.000000	1.000000	413.000000	285.000000	1.000000	1.000000	0.058366	0.000000	3.000000	0.000000	1.000000	5.000000	1.000000	0.714286	NaN	0.000000	2.478819	0.000000	-2.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	2.000000	0.103704	0.000000	0.000000	5.000000	0.000000	0.000000	2.000000	0.000000	2.000000	NaN	4.175369	5.070716	2.000000	1.000000	3.000000	30.000000	2.000000	12.000000	10.000000	9.000000	1.000000	413.000000	285.000000	1.000000	1.000000	0.058366	0.000000	3.000000	1.000000	0.000000	5.000000	1.000000	0.714286	NaN	0.000000	0.895346	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	2.000000	0.103704	1.000000	0.000000	4.000000	0.000000	0.000000	2.000000	0.000000	1.000000	NaN	2.591897	8.394246	2.000000	1.000000	4.000000	30.000000	10.000000	32.000000	2.000000	10.000000	1.000000	418.000000	281.000000	1.000000	0.000000	0.058366	1.000000	4.000000	1.000000	0.000000	5.000000	1.000000	0.714286	NaN	0.000000	5.802349	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	5.000000	0.103704	1.000000	0.000000	4.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	7.458942	8.394246	2.000000	2.000000	4.000000	30.000000	10.000000	32.000000	2.000000	10.000000	1.000000	418.000000	281.000000	1.000000	0.000000	0.058366	1.000000	4.000000	0.000000	1.000000	5.000000	1.000000	0.714286	NaN	0.000000	0.935304	0.000000	-2.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	6.000000	0.103704	1.000000	1.000000	5.000000	0.000000	0.000000	2.000000	1.000000	1.000000	NaN	2.591894	6.172027	2.000000	2.000000	3.000000	26.000000	2.000000	29.000000	1.000000	11.000000	1.000000	398.000000	293.000000	1.000000	1.000000	0.058366	0.000000	3.000000	0.000000	1.000000	5.000000	1.000000	0.714286	NaN	0.000000	3.580133	0.000000	-1.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	1.000000	0.103704	1.000000	1.000000	5.000000	0.000000	0.000000	2.000000	0.000000	2.000000	NaN	5.267132	6.172027	2.000000	1.000000	3.000000	26.000000	2.000000	29.000000	1.000000	11.000000	1.000000	398.000000	293.000000	1.000000	1.000000	0.058366	0.000000	3.000000	1.000000	0.000000	5.000000	1.000000	0.714286	NaN	0.000000	0.904895	0.000000	-2.000000	0.000000	
2016.000000	6.000000	16.000000	3.000000	NaN	0.103704	1.000000	1.000000	2.000000	0.000000	1.000000	2.000000	NaN	1.000000	2.173078	NaN	2.803377	2.000000	1.000000	4.000000	1.000000	2.000000	11.000000	1.000000	12.000000	0.000000	423.000000	254.000000	1.000000	1.000000	0.058366	0.000000	4.000000	0.000000	1.000000	5.000000	1.000000	0.714286	0.297015	0.000000	NaN	0.000000	NaN	0.000000	
2016.000000	6.000000	16.000000	3.000000	NaN	0.103704	1.000000	1.000000	2.000000	0.000000	1.000000	2.000000	NaN	2.000000	2.173078	NaN	2.803377	2.000000	2.000000	4.000000	1.000000	2.000000	11.000000	1.000000	12.000000	0.000000	423.000000	254.000000	1.000000	1.000000	0.058366	0.000000	4.000000	1.000000	0.000000	5.000000	1.000000	0.714286	0.297015	0.000000	NaN	0.000000	NaN	0.000000	
2016.000000	6.000000	16.000000	3.000000	1.000000	0.103704	0.000000	1.000000	6.000000	0.000000	0.000000	2.000000	1.000000	1.000000	NaN	2.600179	5.712121	2.000000	1.000000	6.000000	27.000000	2.000000	12.000000	12.000000	13.000000	1.000000	413.000000	290.000000	1.000000	1.000000	0.058366	0.000000	6.000000	0.000000	1.000000	5.000000	1.000000	0.714286	NaN	0.000000	3.111942	0.000000	-2.000000	0.000000	
